Event_ID,Line,Station,TS,Part_No,Torque,Temp,Defect,VIN,Supplier,Work_Order,Tool_ID,Inspection_Source,Scrap_Reason,Energy_kWh,Pressure,Warranty_Claim,Plan_Production
EVT-00638,GA-3  ,STN-02  ,2025/05/16 09:21:13,789-GHI,62.5,132.3F,na,44RAABM YVP WC6V8 RJ,SUP-05,WO-2025043,T-102,sensor,S3,3.36 kWh,46.3 psi,No,113
EVT-00639,  GA-1,STN-01,10-12-2025 12:04:52,202 MNO,47.0,101.9 C,None,Y 9X2SYUS9 7KYH6SYC,Sup-09, WO-2025136 ,T-101,probe,S3,3.44,37.2 psi,No,124
EVT-00640,  GA-1,  STN-09,2025-03-18 17:42,123-abc,41.4,199.8F,OK,HC DB  RV4D4NHW23DK0,SUP-09,WO 2025183, T-109 ,Manual,S1,2.72 kWh,46.2 psi,No,124
EVT-00641,GA-3,STN-03,2025/06/10 09:13:40,789-GHI,46.5 Nm,192.7F,None,3VYTUL7FFFR2GX3KV,SUP-01,WO-2025249,T-103,Camera,S1,3.29 kWh,19.5 PSI,No,118
EVT-00642,GA-2  ,STN-05,2025/01/08 19:40:31,789GHI,39.4,98.9C,na,5RDTYDPVACWXLTGZ8,SUP-01,WO-2025015,T-105,Sensor,S4,5.19,35.9,YES,113
EVT-00643,GA-2  , STN-05 ,2025/12/11 10:01:23,B0GUS-01,44.0 Nm,81.4C,OK,y8N1cm37R4N 1AK75H,sup-09,wo-err-0022, T-105 ,manual,,4.74 kWh,34.0 psi,No,110
EVT-00644, GA-3 ,  STN-01,2025/03/16 13:15:18,303PQR,56.6,78.7C, na,9RXs7F13 9FY2RaJEG,SUP-02,WO 2025271,T-101, SENSOR ,S3,2.0,50.4,No,116
EVT-00645,GA-1  ,STN-01  ,2025/03/14 12:40:08,456-def,41.2,98.7C,Reject,34F 60GMMF5PTEFMJJ,SUP-01,WO-2025208,t-101, vision ,S2,2.29,40.7 PSI,No,124
EVT-00646,GA-2,STN-02,02-11-2025 10:02:05,123-ABC,55.8 Nm,200.3F,None,C588J4TBBMPM34TGW,Sup-01,WO-2025215,T-102, MANUAL ,,3.26 kWh,46.7 psi,No,111
EVT-00647,GA-2  ,STN-05,04-08-2025 12:98:01,101-jkl,46.2,91.6C,OK,RYL6SRHy3 TBSB3 Ug1,sup-11,WO-2025216,T-105, SENSOR ,,5.72,38.1 PSI,No,114
EVT-00648,GA-2,STN-01,19/07/2025 07:16:09,202 MNO,51.0,174.4F,na,9b7Nyzwb04g JHJJ 41,SUP-02,WO-2025142,T-101,CAMERA,S3,2.04 kWh,41.3 psi,No,109
EVT-00649, GA-2 ,STN-05  ,2025/05/14 14:35:17,202-MNO,62.7 Nm,83.7C, None,8 CHD3ZPUTD  BKNKW36,sup-11,WO 2025214,T-105, MANUAL ,,5.46 kWh,46.5 PSI,No,109
EVT-00650,GA-1, STN-01 ,2025-11-01 20:16,303-PQR,47.9,197.1F,OK,7LNX4WTttvSALDp L6,SUP-05,WO-2025007,t-101, vision ,,3.41 kWh,47.5,No,120
EVT-00651, GA-3 ,STN-09  ,24-08-2025 18:26:13,303-PQR,47.7,81.3C,OK,9N8479S22 33 D92CPP,SUP-02,WO-2025177,T-109,operator,,1.93 kWh,42.0,No,115
EVT-00652,GA-3,STN-09  ,2025-09-24 10:37:19,303-PQR,60.8,97.7C,OK,S4FH VRS KRMN8YC619,SUP-01,WO 2025093,T-109,sensor,S4,2.01,49.5 psi,No,118
EVT-00653,GA-1,STN-09,2025-02-07 20:54,101-JKL,58.4,86.1C,OK,9WHP4DF4KY1G9DSAZ,Sup-02,WO-2025298,T-109, SENSOR ,,2.27,35.9 psi,No,123
EVT-00654,GA-3  ,STN-02,2025-02-15 20:18:36,456-DEF,56.6,93.5C,None,5PGJM11 HALT 1 JAW9N,SUP-05,WO-2025285, T-102 , MANUAL ,S3,2.96 kWh,51.3,No,112
EVT-00655,GA-3,STN-09,09/12/2025 16:03:29,202-MNO,48.5 Nm,97.6 C,None,P8SRM39SDJ6FD01EG,SUP-09,WO-2025257,T-109,camera,S4,2.92,39.1 PSI,No,111
EVT-00656, GA-2 ,  STN-07,08-02-2025 12:38:11,101-jkl,59.8 Nm,94.6 C,OK,L F55UTNJ62TSTZ2EZ,Sup-02,WO-2025147,T-107, SENSOR ,S2,3.47 kWh,46.5,No,115
EVT-00657,  GA-2, STN-07 ,2025-02-10 12:99:34,303-PQR,55.0,208.4F,None,1VKBG4FK229FRJ0H9,SUP-01,WO-2025184,T-107,operator,S3,2.58,50.6,No,113
EVT-00658, GA-2 ,STN-07  ,2025-11-02 10:20,303-pqr,42.4,190.8F,OK,6X62JY3L1BN00JWUH,SUP-05, WO-2025155 ,T-107, vision ,S3,2.63 kWh,41.8,No,112
EVT-00659,GA-3  ,STN-07,08-09-2025 11:18:13,456-def,38.8,100.0C,Reject,AMH35SM JV20E51L62,sup-01,wo-2025111,t-107, vision ,S4,2.44 kWh,51.6 PSI,No,113
EVT-00660,GA-2,  STN-07,01/09/2025 10:99:17,202MNO,56.8,95.4C,None,TXGP6XRFK6YX5DMM9,SUP-01,WO-2025039,T-107,camera,,2.48 kWh,39.2,No,111
EVT-00661,  GA-2,STN-05,09-10-2025 10:44:54,202-MNO,40.8,79.4 C,None,FCW32NDCU2VZU0DED,SUP-02, WO-2025197 ,T-105,operator,S1,4.46,34.8 psi,No,110
EVT-00662,GA-1, STN-03 ,25/01/2025 05:99:54,123-ABC,54.1,61.1 C, None,BT 4 E30CERPXC2SZ9M,SUP-02,WO-2025062,T-103, vision ,S4,3.96 kWh,52.5,No,118
EVT-00663,GA-2,STN-07,2025/01/16 19:10:08,456-DEF,44.5,208.2F,na,L16AJT6EU4CB03DLE,SUP-01,WO-2025263,T-107,sensor,,3.72 kWh,41.9 PSI,No,111
EVT-00664,GA-3  , STN-03 ,09-07-2025 11:15:28,303 PQR,24.6,208.2F,None,B RBDXNA3L F 4UL0KJZ,SUP-01,WO 2025219, T-103 ,manual,S1,3.43 kWh,52.9,No,119
EVT-00665,  GA-2, STN-01 ,2025/09/10 13:26:30,101-JKL,39.7,85.7 C,None,L142W1WR5XU5EYK2J,sup-01,WO-2025094,T-101, vision ,S1,3.06,47.5 psi,No,108
EVT-00666,GA-2  ,  STN-07,2025-02-08 19:24,456-DEF,56.3,203.4F,None,ET SA00YWKK0CPHY0B,Sup-09,WO 2025297, T-107 ,CAMERA,S4,3.34,46.9 PSI,No,114
EVT-00667,  GA-2,  STN-03,02-24-2025 15:28:24,456-DEF,60.6,95.6C,Repair,6PSNFC4Z0TPXRHFBV,sup-05,WO-2025191,T-103,operator,S3,3.95 kWh,51.9,Yes,108
EVT-00668,GA-1,STN-02,2025-08-17 06:43:50,456-DEF,47.1 Nm,94.1C,None,NZ3J6X91DXTN4VHZY,sup-11,WO-2025224,T-102, vision ,S1,2.57,48.4,No,120
EVT-00669, GA-1 ,STN-05,2025/06/07 19:99:35,101-JKL,38.2,92.3C, na,VG8BB4DX VPCK WLYUH,Sup-05,WO-2025247, T-105 ,sensor,,5.47,36.6,No,121
EVT-00670,GA-1,STN-03,03-20-2025 13:16:57,101-JKL,44.7,79.2 C,Repair,J7CZTBW6SBJB2N0NY,sup-05,WO-2025135,T-103,sensor,S3,3.0,33.6,No,117
EVT-00671, GA-2 ,  STN-01,10-03-2025 16:28:37,789-ghi,59.1,120.0F,Reject,J 54ZYH0KJEX6PT7YN,Sup-05,WO-2025068,T101,camera,S4,2.24,43.4,No,107
EVT-00672, GA-1 ,STN-03  ,2025/03/22 17:10:43,123-abc,43.8 Nm,193.8F,None,3AA2s0xZM74ZXc Mhd,SUP-11,WO-2025209,T-103, SENSOR ,,3.48 kWh,52.4 PSI,No,117
EVT-00673,GA-2,STN-03,12-02-2025 06:11:19,123-abc,63.5,190.4F,None,RYUFW1TEDE AT0XG19,sup-01,WO-2025188,T-103,Camera,,2.91 kWh,18.7,No,105
EVT-00674, GA-3 , STN-02 ,2025/08/07 15:39:28,456-def,39.2,91.7C,OK,gV  G8 1Jx0gPWS2WnR6,sup-02,WO-2025235,T-102,manual,,3.11 kWh,39.7 PSI,No,111
EVT-00675,GA-1,STN-07  ,01/07/2025 10:45:03,789-GHI,81.7,98.5C,None,RNf4  jC1kuhBTMrRNt,SUP-05,WO-2025032,T-107,Sensor,S1,3.51,38.8 psi,No,115
EVT-00676,GA-2,STN-09,2025-02-19 12:51:08,456-DEF,48.7 Nm,192.4F,None,WGNX7N5ZCHZWPSCTX,SUP-01,WO-2025268,T-109,manual,S4,2.6,49.5 psi,No,111
EVT-00677,  GA-2,STN-05,25/05/2025 10:38:12,456-DEF,47.6,95.0C,None,BVY577KEPB6 R4EKE5,sup-01,WO-2025161,T-105,Camera,S4,5.59,44.6 PSI,No,115
EVT-00678,  GA-3, STN-09 ,2025-03-20 20:20:34,789-ghi,38.1 Nm,204.4F,Repair,W2x BA3F Hru 4KMJ1lK,SUP-02,WO-2025265,T-109,operator,S2,2.8,50.6,Yes,115
EVT-00679,GA-3,STN-02,07-12-2025 07:36:57,101-JKL,62.2,78.5C,None,5HK1B6F84YA061XZZ,Sup-05,WO-2025296,T-102, vision ,S1,3.56,34.1,No,113
EVT-00680,GA-2  ,STN-07,2025/06/24 19:37:42,101-JKL,42.9 Nm,95.6C,None,KXEF3MXV5CFHLKJYJ,sup-11,wo-2025018,T-107, vision ,S1,2.4 kWh,51.4,No,114
EVT-00681,  GA-3,STN-09,2025-10-19 18:18,202-MNO,63.7 Nm,83.0C,None,CJE8T3BB9S4Y1W4  DY,Sup-11,WO-2025052,T109,Manual,,2.1,52.9,No,119
EVT-00682,GA-3,STN-05,11-04-2025 11:18:08,456-DEF,23.9 Nm,183.9F,None,KEL05UP0N32UC4U4Y,SUP-09,WO-2025035,T-105,Sensor,S3,4.94 kWh,53.7 PSI,No,114
EVT-00683,  GA-1,STN-07  ,19/07/2025 14:19:32,101-jkl,38.2,93.5C,OK,XW6FLWZXA RKE5AJS2,Sup-05,WO-2025079, T-107 , SENSOR ,,3.36 kWh,34.1 psi,No,120
EVT-00684,  GA-2,STN-05  ,19/07/2025 07:40:26,202MNO,60.9,92.5 C,None,9B7NYZWB0 4GJHJJ41,sup-02,WO-2025142,T-105, vision ,S1,4.52,71.5 psi,No,111
EVT-00685,GA-1, STN-05 ,06/07/2025 11:05:45,456-def,77.6,79.2 C,None,RAJD61WS2S6ZHABF1,SUP-09, WO-2025278 ,T-105, MANUAL ,,4.75 kWh,39.0 psi,No,122
EVT-00686,GA-2,STN-09,09-01-2025 10:54:20,202-MNO,57.6,87.9C,None,TXGP6XRFK6YX5DMM9,SUP-01,WO-2025039,T-109,Sensor,S2,2.47 kWh,39.1,No,106
EVT-00687,GA-2  ,STN-02  ,07-09-2025 18:41:41,303-PQR,49.3,84.3C,None,VW76C3NMZB5BPM0SB,SUP-05,WO-2025076,T-102,camera,S1,3.11,37.3,No,109
EVT-00688, GA-3 ,STN-03  ,12-08-2025 17:35:43,456-def,60.0,94.9C,None,DJYFXVYY8L3DDH1VZ,SUP-01,WO-2025010,t-103,camera,,3.47,41.2 psi,No,116
EVT-00689, GA-1 ,  STN-07,2025/03/10 13:99:57,456 DEF,49.1,97.7 C,None,S58LZ8  511LNKKVP4K,SUP-05,WO-2025046,T-107,probe,S4,3.69,44.6 PSI,No,115
EVT-00690,GA-3,STN-05,2025/11/03 14:48:30,303-PQR,63.6 Nm,85.1C,None,LR1BM85R4EBS3WZAS,Sup-01,WO-2025072,T-105,Manual,,4.99 kWh,40.2 psi,No,114
EVT-00691,GA-1  ,STN-07  ,2025/11/10 21:02:19,202-mno,62.3,192.7F,None,H SU67F2GERZ8 L BKZZ,SUP-01,WO-2025160,T-107, SENSOR ,S1,3.58,32.2 psi,No,116
EVT-00692, GA-1 , STN-03 ,2025-08-12 16:57,456-DEF,54.6,181.2F,None,PY4LYTJ00A0EN5P SY,sup-11,WO-2025204,T-103,Sensor,,3.72 kWh,51.2 PSI,No,116
EVT-00693,GA-2,STN-02,2025-02-14 17:08:48,456-DEF,46.8,192.6F,None,MZ46LEFTAWEM04LK5,SUP-09,WO-2025228,T-102,CAMERA,S3,2.89,47.8 PSI,No,113
EVT-00694,GA-2,STN-03,09-16-2025 13:04:18,303-PQR,45.0,91.2 C,None,KA2DLVBLLE4A3F77T,SUP-09,WO-2025078,T-103,Sensor,S1,4.32,44.4,no,111
EVT-00695,GA-1,STN-07,2025/07/19 12:31:44,456-DEF,71.8,84.3C,OK,8YLWKXKNRPVMV5ZGP,SUP-02,WO-2025273,T-107,camera,,2.5 kWh,37.5 psi,No,125
EVT-00696, GA-1 ,STN-05,17/08/2025 20:05:08,123-ABC,45.8,201.0F,na,5bLx4N9HA YG E73BzN,SUP-11,WO-2025156,T-105,manual,S2,5.59 kWh,42.8 PSI,No,121
EVT-00697,  GA-2,  STN-03,2025-01-18 09:20,789-GHI,85.4,92.9C,None,5FGBV63JH2 n 0A5ZD3,SUP-01,WO-2025236,T-103,camera,,4.22,40.0 PSI,Y,115
EVT-00698, GA-1 ,STN-03,04-08-2025 17:49:02,456 DEF,63.5,210.0F,Reject,ZK BB6ZEVYCYNACA2K,sup-09,WO-2025101,T-103,operator,S4,4.47 kWh,38.4 psi,Yes,116
EVT-00699,GA-3,STN-05,08-11-2025 14:18:30,101-JKL,55.6,96.8C,None,0 SX6L 87PT CG8S7RSE,sup-02,WO-2025105,T105,Manual,S4,4.26,37.7 PSI,No,118
EVT-00700,GA-2,STN-02,2025/05/14 14:27:49,202-MNO,25.5,80.8C,OK,8CHD3ZPUTDBKNKW36,SUP-11,WO-2025214,T-102,Manual,,2.86,49.3 psi,Yes,106
EVT-00701, GA-2 ,STN-02,2025/12/17 07:92:28,202-mno,47.9,88.1C,None,JTAWRY1Y1CCDED7U0,SUP-02,WO-2025283,T-102,manual,,3.08 kWh,39.6,No,113
EVT-00702,  GA-3,STN-07  ,2025/09/07 11:94:50,303-PQR,19.2,88.0 C,None,BRBDXN A3 LF4 UL0KJZ,SUP-01,WO 2025219,T107, vision ,S2,2.51,53.3 psi,No,120
EVT-00703,GA-2  ,STN-02  ,09-07-2025 12:25:26,101-JKL,42.3,80.4C, None,6BRXZP653DZJYM8PF,SUP-11,WO-2025169,t-102,probe,S1,3.33 kWh,38.3 psi,No,107
EVT-00704,GA-1,STN-03,2025-08-19 07:53:57,123-ABC,47.4,78.9 C,None,VETJWW88D1G7T7RMZ,Sup-02,WO-2025130,T-103,Camera,,2.84,39.9 PSI,No,115
EVT-00705,GA-3,STN-07,20-07-2025 11:21:14,101-JKL,57.7,93.3 C,OK,GB7 J42J1 VZ50CeRWX,Sup-05,WO 2025099,T-107,manual,S2,2.46 kWh,46.5 PSI,No,118
EVT-00706,GA-1  ,  STN-07,2025/08/25 08:25:05,303-pqr,63.9,84.0 C,None,UXY5ZD H3X57GDHKXR,SUP-11,WO-2025196,T-107,Sensor,,3.61,35.0 psi,No,122
EVT-00707,GA-1,STN-09,18-06-2025 10:30:05,789-GHI,20.5,88.9C,None,N NmR Fg1R25 fY580NU,SUP-11,WO-2025172,T-109,CAMERA,S2,2.34,32.8 PSI,No,122
EVT-00708,  GA-3,STN-09,09-08-2025 06:36:50,123-ABC,38.4,209.3F,None,Z9M 0E 9XZ5XCA14 DA0,SUP-09,WO-2025167,t-109, SENSOR ,S1,2.25,49.1,No,112
EVT-00709,GA-3,  STN-07,16-05-2025 09:33:43,789-GHI,47.2,95.1 C,None,44 RA ABMYVPWc6V8RJ,sup-05,WO-2025043,T-107,Manual,,3.19,51.7,No,116
EVT-00710,GA-1  , STN-05 ,2025-02-08 12:57,789-GHI,42.0,209.5F,OK,1AJ 32S 464V4LEHF15,SUP-09,WO-2025232,T-105,manual,S3,4.18 kWh,43.1 psi,No,115
EVT-00711,GA-1  ,STN-05,01-11-2025 20:97:42,303PQR,63.7,212.9F,OK,7LNx 4WtTTVSALdPL6,SUP-05,wo-2025007,T-105, vision ,,4.88,39.9 psi,Yes,122
EVT-00712,GA-3,STN-02,15-10-2025 20:52:22,456-def,50.4,172.9F,None,AYTj Ea5Y45 ByK26 RX,Sup-09,WO 2025222, T-102 ,operator,,3.24,40.9,No,115
EVT-00713,GA-2,STN-05,23/06/2025 12:02:15,789-GHI,43.8 Nm,175.1F, None,SWGYP235X5EM4431S,SUP-09,WO-2025233,T-105,Manual,S1,5.73 kWh,64.8,No,110
EVT-00714,  GA-2, STN-07 ,2025/09/14 14:23:25,101-JKL,43.4 Nm,79.1 C,None,6LBC hZ3U5S31f17gR,sup-09,WO 2025121,T107,Camera,S2,3.63,52.4 PSI,No,115
EVT-00715,  GA-2,  STN-09,05-10-2025 12:58:47,202-MNO,19.5,80.0C,None,L70VNSB8NFL4DGLE8,Sup-02,wo-2025225,T-109,sensor,,2.55 kWh,42.4,No,109
EVT-00716, GA-1 ,  STN-01,2025/03/13 11:22:04,789-GHI,56.4,186.4F,na,9 E0KLL HSP7ZZ1K06Y,sup-01,WO-2025059,T-101, vision ,,2.06,45.3 PSI,No,117
EVT-00717,GA-3,  STN-09,2025/09/08 15:39:16,303PQR,40.6,89.9 C,na,VMJK509TWKMCY50PG,SUP-11,WO-2025096,T-109, MANUAL ,S1,2.74,52.5,No,111
EVT-00718, GA-3 ,STN-03,05/12/2025 15:11:16,303-PQR,55.6 Nm,85.0 C,None,SR1WBR67 72L6T 5V10,Sup-02,wo-2025146,T-103,Sensor,,3.2,47.1 psi,YES,116
EVT-00719, GA-1 ,STN-07,2025-08-13 11:05,123-abc,47.7,50.2C,Reject,A A HWX958YKKS6Y5LD,SUP-11,WO-2025118,t-107, vision ,s2,2.45 kWh,51.7 psi,No,123
EVT-00720, GA-2 ,STN-03,04-06-2025 11:45:30,456-DEF,63.4,98.8C,None,PJ93TH630WBBEUH28,SUP-09,WO-2025110, T-103 , vision ,S3,3.19 kWh,39.0 PSI,No,106
EVT-00721,GA-2  ,STN-03  ,10-05-2025 12:36:18,202-MNO,39.4,269.1F,None,L70VNSB8NFL4DGLE8,Sup-02, WO-2025225 ,T-103, SENSOR ,,3.03,37.5,No,115
EVT-00722,GA-2  ,STN-03  ,2025/01/20 16:25:29,101 JKL,47.5,84.6C,OK,B6VAX Z0X7X344 46PP,SUP-02, WO-2025212 ,T103, MANUAL ,,2.96 kWh,40.7 PSI,No,106
EVT-00723,  GA-1,STN-09,2025/04/04 06:80:11,303-PQR,47.4,203.9F,None,795W3kSa7Y0WZ84P 6,SUP-01,WO-2025266, T-109 ,Manual,,3.09 kWh,50.5,Yes,117
EVT-00724,GA-2  ,STN-07  ,2025-07-09 18:48,303 PQR,39.9,79.2 C,Repair,VW76C3N MZB5BPM0SB,sup-05,WO-2025076,T-107,Manual,S3,2.87 kWh,46.4 psi,No,114
EVT-00725,GA-1,  STN-02,06-07-2025 19:42:12,101-jkl,60.8,95.0 C,OK,VG8 BB4DXVPCKWLYUH,SUP-05,WO-2025247,T-102, MANUAL ,S1,3.08,34.6 psi,No,117
EVT-00726,  GA-2,STN-03,24-10-2025 16:48:28,123-ABC,56.6,96.1 C,None,LVSAAJ84SY6PTZJDK,SUP-11,WO-2025025,T-103,probe,,4.06,53.1 psi,No,111
EVT-00727,GA-3  , STN-05 ,2025/09/08 11:24:46,456-def,40.3,95.2 C,None,AMH35SMJV  20E51L62,SUP-01,WO 2025111,T-105,Camera,,3.86,40.0 PSI,No,118
EVT-00728,GA-1,STN-02,2025-12-04 16:21,789-GHI,43.1,79.4C,None,3F08C3870E1A79NMZ,sup-01,WO-2025150,T-102,probe,S2,2.7 kWh,36.6 PSI,No,125
EVT-00729,GA-3  ,STN-01,2025-01-11 15:96:13,101-JKL,62.1,214.5F,OK,F6C8NNLKNXV9ZYZ12,SUP-05,WO-2025176,T-101,camera,S4,3.04 kWh,40.2,No,119
EVT-00730, GA-1 ,  STN-02,11/07/2025 17:38:34,789-ghi,38.5,92.0C,None,8D3PDKXDGTD PUP 6PS,SUP-05,WO-2025104,T-102,CAMERA,S2,3.16 kWh,51.1 psi,No,116
EVT-00731,GA-2,STN-07,2025/05/10 12:44:19,202-MNO,42.4,189.3F,Repair,L70VNSB8NFL4DGLE8,SUP-02,WO-2025225,T-107,operator,S3,2.89,36.0 psi,No,111
EVT-00732,  GA-2, STN-01 ,2025-01-17 11:03:06,123ABC,39.0,196.5F,None,ASZS4DE1AVBK76NUC,SUP-01,WO-2025281,T-101, SENSOR ,S4,2.16 kWh,38.2,No,112
EVT-00733,GA-1,STN-02,2025-10-24 13:50:16,303-PQR,41.5 Nm,100.6 C,OK,6BSZRPDNPCK03AF4U,SUP-02,WO-2025239,T-102,manual,S3,2.81 kWh,35.8 PSI,Y,121
EVT-00734,GA-1,STN-07,2025/06/17 19:50:00,123-ABC,43.5 Nm,191.1F,None,6PEM9NNC8ZCH08P3L,sup-09,WO-2025091,T-107,CAMERA,,2.73,48.0,No,121
EVT-00735,GA-1,STN-05  ,05-16-2025 08:02:13,202 MNO,61.8,90.5 C, OK,BLPG0NR4H6S8TP5XH,SUP-09,WO-2025057,T-105,Sensor,,4.81 kWh,37.2 psi,No,116
EVT-00736,GA-3  ,STN-02  ,16/05/2025 05:41:40,123-ABC,48.1,202.8F,None,5Ppya 8SnMBB3SNXZy,SUP-02,WO-2025192, T-102 , SENSOR ,,2.56 kWh,47.9,No,117
EVT-00737,GA-2, STN-05 ,2025-02-12 18:14,101-jkl,62.9,183.7F,na,WP 6E0N 8Z4YBBM0J33,SUP-02,WO 2025069,T-105,operator,S4,5.23,34.8 PSI,No,114
EVT-00738,  GA-1,STN-07,2025-03-22 17:24:19,123 ABC,50.6,185.2F,None,3AA2S0XZM74Z xcMHD,SUP-11,WO-2025209,T-107,probe,S1,2.51 kWh,45.7 psi,No,120
EVT-00739,GA-1  , STN-01 ,2025/08/12 16:47:50,456-DEF,53.1,84.9 C,None,PY4LYTJ00A0EN5PSY,SUP-11,wo-2025204,T101,camera,,2.11,38.7 psi,No,120
EVT-00740,GA-1,STN-07  ,2025/08/01 14:51:50,123-ABC,53.8 Nm,98.4 C,OK,vF XhR7TTK58GdfHWj,Sup-05,WO-2025128,T-107,CAMERA,S3,3.37 kWh,53.6,No,116
EVT-00741,  GA-1, STN-09 ,2025/03/14 13:09:48,456-def,48.7,84.4 C,None,34F60G MMF  5PTEFMJJ,Sup-01,WO-2025208,T-109,sensor,,2.01 kWh,52.6 psi,No,123
EVT-00742,GA-3, STN-05 ,07/07/2025 07:27:25,456-DEF,48.6,180.5F,OK,6TX 1ZK8 3GUFC GZB7U,SUP-05,WO-2025175,T-105,camera,S3,4.51 kWh,53.1 PSI,No,113
EVT-00743,  GA-3,  STN-02,2025/03/20 17:96:16,101-JKL,56.6 Nm,82.4 C,None,TVSD86DWDWZMUGTHV,sup-01,WO-2025207,T-102,camera,,3.53,40.5 psi,No,110
EVT-00744,GA-3  , STN-05 ,12-07-2025 07:43:34,101-JKL,39.3,208.2F, None,5HK1B  6F84YA061XZZ,SUP-05,WO-2025296,T-105,Sensor,S3,4.7 kWh,42.0,No,114
EVT-00745,GA-2,STN-02,2025-09-14 14:15,101-JKL,50.5,180.7F,OK,6LBCHZ3U5S31F17GR,sup-09,WO-2025121,T-102,CAMERA,S3,3.34,64.7,No,108
EVT-00746,GA-1  , STN-01 ,2025-07-19 12:16:43,456-DEF,39.3,94.9 C,None,8YLWKXKNRPVMV 5ZGP,SUP-02,wo-2025273,T-101,Sensor,S1,2.21 kWh,53.7 psi,No,118
EVT-00747, GA-3 ,  STN-02,23-10-2025 19:04:45,123-abc,52.8,214.3F,None,S9DPVEMFL7CAPXYRK,Sup-02,WO 2025199,T-102,camera,S4,3.45 kWh,38.6,No,115
EVT-00748,GA-3,STN-01,08-09-2025 15:17:13,303-PQR,44.4,176.7F,None,VMJK509TWKMCY50PG,sup-11,WO-2025096,T-101,CAMERA,S2,2.96,39.8 psi,No,118
EVT-00749,GA-3, STN-07 ,12/02/2025 12:47:41,123-ABC,38.7,203.9F,None,BWKL084FDSPZF2JYJ,sup-11,WO-2025277,T-107,Sensor,,3.95,43.5 psi,No,113
EVT-00750,GA-2, STN-09 ,2025-04-24 21:02:57,303-PQR,59.8,178.9F,None,18VGBYR71T B1FG24V,Sup-11,WO-2025231,T-109,CAMERA,S2,1.83,46.2,No,115
EVT-00751,GA-3, STN-02 ,05-12-2025 11:09:44,789-GHI,63.8,79.3 C,None,Y K9g33UN6SACU U5M Z,sup-01,wo-2025229,T-102,Camera,S4,3.36,63.8 PSI,No,115
EVT-00752,GA-1, STN-05 ,16/04/2025 15:33:39,123-ABC,52.7,195.4F,None,BDX57 FKRT1 DYME5RP,sup-11,wo-2025029,T-105,CAMERA,,3.92 kWh,33.8 psi,No,117
EVT-00753,GA-2,STN-09,2025-06-14 14:51:39,789-GHI,41.5,172.8F,None,FTJNRNZN5SDCHKXLN,SUP-05,WO-2025270,T-109,Sensor,S2,2.8 kWh,40.3 PSI,No,114
EVT-00754,GA-1,STN-09,02-09-2025 11:18:09,303-PQR,63.2 Nm,49.4 C,None,B6X0LPPGWWE3V2F6T,SUP-09,WO-2025112,T-109, SENSOR ,S1,2.92,43.9 psi,No,125
EVT-00755,GA-1,STN-07  ,03-07-2025 16:20:35,123-ABC,57.7,88.4C,None,8CV57TPB0DS7JAMJM,SUP-02,WO-2025042,T-107, SENSOR ,S4,3.99 kWh,47.8,No,121
EVT-00756,GA-2,STN-09,18-01-2025 09:25:06,789-GHI,38.0,97.5 C,None,5FGBV63JH2N0A5ZD3,SUP-01,WO-2025236,T-109,camera,S2,2.46,47.5 PSI,No,108
EVT-00757,GA-3  , STN-09 ,2025/03/05 18:38:20,303PQR,40.3,85.0 C,OK,8U 5EP A48SMPA T8RR4,SUP-01,wo-2025202,T-109,CAMERA,S1,2.53 kWh,46.5,No,114
EVT-00758,GA-3  ,  STN-05,2025-05-12 11:15:27,789-GHI,46.2,82.8C,OK,YK9G33U N6SACU U5MZ,Sup-01,WO-2025229,T-105,sensor,S2,4.87 kWh,34.5 psi,No,114
EVT-00759,GA-2  ,  STN-05,2025-10-15 17:09:43,202-mno,54.1 Nm,84.9C,OK,GYV8VV12WZ 0RD3VTY,SUP-02,wo-2025019, T-105 ,probe,S2,5.21,46.7 PSI,No,115
EVT-00760,GA-3,STN-02,17/05/2025 19:22:30,123-ABC,62.0,86.2 C,None,FMD23VF30J496ETJ8,Sup-11,WO-2025195,T-102, SENSOR ,,2.41,33.0,No,120
EVT-00761,GA-3,  STN-05,09-15-2025 07:32:31,101-JKL,49.3,186.1F,OK,2ZFT0F73344NLY 4FS,Sup-05,wo-2025116,T-105,Sensor,S3,4.0 kWh,51.8 psi,No,120
EVT-00762,GA-1,STN-01,2025-03-07 15:59:48,123-ABC,53.9 Nm,100.7C,na,8CV57TPB0DS7JAMJM,SUP-02,wo-2025042,T-101,CAMERA,,3.17,18.3,No,121
EVT-00763,GA-3,  STN-03,2025-04-21 20:16,456-def,62.2,79.6 C,None,9 1 994W5RENGT XCE5A,Sup-11,WO-2025282,T-103, vision ,S1,3.05 kWh,36.7 psi,No,118
EVT-00764, GA-3 , STN-09 ,2025-10-04 16:57:02,123 ABC,56.9 Nm,212.5F,Reject,RSB5  SBWnrZ2AJkPRK,Sup-09,WO-2025047,T-109,sensor,S2,2.01 kWh,67.2 PSI,No,120
EVT-00765, GA-2 ,STN-03,2025/06/23 11:55:25,789-GHI,46.5,78.7 C,None,SWGYP235X5EM4431S,sup-09,WO-2025233,T103, MANUAL ,,3.33 kWh,43.4 PSI,No,115
EVT-00766, GA-3 ,  STN-07,2025/08/19 11:14:16,789GHI,40.6,184.1F,None,L YXUT2VD HAS3J9Y3H,sup-02,WO-2025145,T-107,CAMERA,S3,2.44,48.9,No,120
