Supplier_Code,Supplier_Name,Country,Part_No,Part_Description,VIN,Work_Order,Warranty_Claim,Defect,Scrap_Reason
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,5BLX4N9HAYGE73BZN,WO-2025156,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,F6C8NNLKNXV9ZYZ12,WO-2025176,No,Reject,Sensor Fault
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,ASRZZEGUV91JGJUH3,WO-2025064,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,ZMV5917HF3FPF72PZ,WO-2025001,No,Repair,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,A1CW7MZZCJ4R1ST2L,WO-2025054,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,JNUHLZNF2TUFEJGPV,WO-2025237,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,5FBT5XWU4F3E3GZCP,WO-2025056,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,RPLNDA0C1B4MTKZXK,WO-2025016,No,Repair,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,KEL05UP0N32UC4U4Y,WO-2025035,No,Reject,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,8L5KBUT6GTC3GLD3U,WO-2025279,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6PSNFC4Z0TPXRHFBV,WO-2025191,Yes,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,V5SYASUT2BNLKAT93,WO-2025218,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,TB6YNKD7YS49W8JNT,WO-2025244,Yes,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,GYV8VV12WZ0RD3VTY,WO-2025019,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,2HP3ZTFBENM0UN6AY,WO-2025075,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BXZVHX0JVF0M8GDW2,WO-2025221,Yes,None,
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,LL7CPXY1G5TMRMFFA,WO-2025051,No,Reject,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,1LFSP0TYDR46AFZGG,WO-2025159,No,None,Material Defect
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,91994W5RENGTXCE5A,WO-2025282,No,Repair,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,AE9CVW2FHCV5MP7GD,WO-2025240,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,7DHMFPLNSC3YNCHKW,WO-2025033,No,None,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,F8K5GBABPJ1TE8X9V,WO-2025117,No,None,Material Defect
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,18VGBYR71TB1FG24V,WO-2025231,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,LL7CPXY1G5TMRMFFA,WO-2025051,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,YHSHMYFB7C10ZTRJ4,WO-2025230,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,K8RRER707D6TCEKZ8,WO-2025044,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,31WBMC97C7BP229YP,WO-2025008,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,ARGH43P4G1HDDPBB5,WO-2025234,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,L142W1WR5XU5EYK2J,WO-2025094,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,PJ93TH630WBBEUH28,WO-2025110,Yes,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,L53M30KN3RDN68BNH,WO-2025198,No,None,
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RYL6SRHY3TBSB3UG1,WO-2025216,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,Y8S4MV61CU9SB63K7,WO-2025124,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5FGBV63JH2N0A5ZD3,WO-2025236,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,3AA2S0XZM74ZXCMHD,WO-2025209,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,CSPZT7CCXCKXVL9UR,WO-2025004,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,M80UA67VFKNSDX7SB,WO-2025166,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,V2PYHEDYK42XBHVFN,WO-2025053,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,B8457BFZX373WJVAC,WO-2025115,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,CL7XYD6KKSKAB1Z2M,WO-2025261,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,0ZF3EX5JH5WEANT5U,WO-2025048,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,B8457BFZX373WJVAC,WO-2025115,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,A1RY99DBK4ERBP127,WO-2025082,Yes,Reject,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,CSPZT7CCXCKXVL9UR,WO-2025004,No,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,T2VS0FB8Y7JMTE3V7,WO-2025108,No,None,Material Defect
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,D4SXL67C7HR5NN5GC,WO-2025097,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DHXYCX6ZSA75DC1UY,WO-2025200,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,JNML4XGS98CGDS9SD,WO-2025286,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,M6SDM8SVGCHPLS997,WO-2025269,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,YK9G33UN6SACUU5MZ,WO-2025229,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BPBY3Y13BN1J97DTS,WO-2025194,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,YRKXRG5K3Z77079WX,WO-2025022,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,RNW63HX5LW1KTWC94,WO-2025179,No,None,Material Defect
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,BRBDXNA3LF4UL0KJZ,WO-2025219,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,5NUH8FHG8YX2VP0P6,WO-2025250,No,None,Material Defect
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,C588J4TBBMPM34TGW,WO-2025215,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DJYFXVYY8L3DDH1VZ,WO-2025010,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,9E0KLLHSP7ZZ1K06Y,WO-2025059,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,URFVEPEZUZ189F9V6,WO-2025119,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,9E0KLLHSP7ZZ1K06Y,WO-2025059,No,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,J7CZTBW6SBJB2N0NY,WO-2025135,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FBNGZ6XMCX1EG0WTC,WO-2025023,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,XP8WN67KR54TWGS0X,WO-2025141,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,P1JPCE47TT8J9VA25,WO-2025143,No,None,Material Defect
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,H6GB6R8KG8SU28R7V,WO-2025038,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,N42XC7LLCE0XJUY3E,WO-2025241,No,Repair,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5Z99BA26REY4ZL4FV,WO-2025181,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,V5SYASUT2BNLKAT93,WO-2025218,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,PJ93TH630WBBEUH28,WO-2025110,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,M6SDM8SVGCHPLS997,WO-2025269,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,LL0CCYXH3VGBN3Y33,WO-2025252,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,W2XBA3FHRU4KMJ1LK,WO-2025265,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,T0VXSEER5NZ1LH8AT,WO-2025205,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FCW32NDCU2VZU0DED,WO-2025197,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,LYXUT2VDHAS3J9Y3H,WO-2025145,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,BLPG0NR4H6S8TP5XH,WO-2025057,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,KA2DLVBLLE4A3F77T,WO-2025078,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,BA0TY9SSTNDZ1ETH5,WO-2025293,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,RSB5SBWNRZ2AJKPRK,WO-2025047,Yes,Reject,Torque Failure
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6XFUM17ZMBNBPT8AA,WO-2025073,No,None,Material Defect
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,Yes,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,S58LZ8511LNKKVP4K,WO-2025046,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,D76U0N9CDE4CVR8HJ,WO-2025012,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,S9DPVEMFL7CAPXYRK,WO-2025199,Yes,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,DE1XN7ARPMVV1E9CS,WO-2025123,No,None,
SUP-01,Atlas Fasteners,India,999-ZZZ,,0SRP4YT2MTKFMYU68,WO-ERR-0014,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J8J7KVEKAUK11RJD8,WO-2025243,No,Repair,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,DRWJUVX9PGVVFVS9W,WO-2025017,No,None,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6XFUM17ZMBNBPT8AA,WO-2025073,Yes,None,Assembly Error
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,L142W1WR5XU5EYK2J,WO-2025094,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,1LFSP0TYDR46AFZGG,WO-2025159,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,M2THBCC2ZG1PCNS9A,WO-2025287,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,5UC52UJ92HEWZS0VL,WO-2025187,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,WP6E0N8Z4YBBM0J33,WO-2025069,Yes,Repair,Assembly Error
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,CJE8T3BB9S4Y1W4DY,WO-2025052,Yes,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BXZVHX0JVF0M8GDW2,WO-2025221,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,V2PYHEDYK42XBHVFN,WO-2025053,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,K94THXG1YFJM4RZP4,WO-2025148,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,8U5EPA48SMPAT8RR4,WO-2025202,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,8YLWKXKNRPVMV5ZGP,WO-2025273,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,BRBDXNA3LF4UL0KJZ,WO-2025219,Yes,None,Assembly Error
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,P8CTJAUKSLE03E8SK,WO-2025291,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,YHSHMYFB7C10ZTRJ4,WO-2025230,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,PMW3YCDZK0Y65MWEM,WO-2025005,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,T7EDF0DMMCMCPCP3Z,WO-2025055,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,31WBMC97C7BP229YP,WO-2025008,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,9BLB8MC6NZLS9A2B1,WO-2025163,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,5PPYA8SNMBB3SNXZY,WO-2025192,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,VETJWW88D1G7T7RMZ,WO-2025130,Yes,None,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,A984VWKZSMKLKY8YG,WO-2025014,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,RLPPT8TZPZLXCFAXS,WO-2025288,No,Reject,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,GB7J42J1VZ50CERWX,WO-2025099,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,U3TWZ65RJ3XJJ807C,WO-2025157,No,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,YC8U28U1TAYU8KG44,WO-2025030,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,9A43Y44YVEDSJ5P0C,WO-2025088,Yes,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,DS5YZFC4KL8CFN1V6,WO-2025013,Yes,Repair,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,ZDNGRP56BZJP7C6RW,WO-2025226,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,T7EDF0DMMCMCPCP3Z,WO-2025055,No,None,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,K5E0T96KX1PN524KT,WO-2025066,No,None,Material Defect
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,RPLNDA0C1B4MTKZXK,WO-2025016,No,Repair,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,LR1BM85R4EBS3WZAS,WO-2025072,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,KA2DLVBLLE4A3F77T,WO-2025078,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,9MM211LDA81ZR6E9K,WO-2025158,No,Repair,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BPBY3Y13BN1J97DTS,WO-2025194,Yes,Repair,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,PH9TDBDX3PCN9U95A,WO-2025000,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,K94THXG1YFJM4RZP4,WO-2025148,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,L53M30KN3RDN68BNH,WO-2025198,No,Repair,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,0ZF3EX5JH5WEANT5U,WO-2025048,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,VL07XKKMZ6VG6GJ99,WO-2025186,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,T0VXSEER5NZ1LH8AT,WO-2025205,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,04KFZLEMRXF4NXW6Y,WO-2025123,No,Repair,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,P5LDX4R231Y4PBKKR,WO-2025164,Yes,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FBNGZ6XMCX1EG0WTC,WO-2025023,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,5FBT5XWU4F3E3GZCP,WO-2025056,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,6WFUWZEZK3MD7Y730,WO-2025037,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,LL0CCYXH3VGBN3Y33,WO-2025252,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,4SFVS984JAVKE2324,WO-2025210,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,YRKXRG5K3Z77079WX,WO-2025022,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,A984VWKZSMKLKY8YG,WO-2025014,No,None,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,83CZ7PMK9H8DE71R3,WO-2025289,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5Z99BA26REY4ZL4FV,WO-2025181,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5Z99BA26REY4ZL4FV,WO-2025181,No,Repair,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,GYV8VV12WZ0RD3VTY,WO-2025019,No,None,
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,84305FE1F56V2UL03,WO-2025162,Yes,Repair,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,RLPPT8TZPZLXCFAXS,WO-2025288,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,BPBY3Y13BN1J97DTS,WO-2025194,No,Reject,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,T2DYKNYW6Z6J0UTGY,WO-2025102,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,EZP4GZB2GVWJ3ZAXH,WO-2025290,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,VL07XKKMZ6VG6GJ99,WO-2025186,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,XKB08A16Z6MHGA80P,WO-2025173,Yes,None,Assembly Error
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,13L4J0XZJY7BTSBAJ,WO-2025090,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,7NAT8NNWN5S6LE8GD,WO-2025134,No,None,Material Defect
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,LR1BM85R4EBS3WZAS,WO-2025072,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,WHN848AW3G61993A9,WO-2025085,No,None,
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,FMRM5GGBP16FGSYJP,WO-2025036,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J8J7KVEKAUK11RJD8,WO-2025243,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,M6SDM8SVGCHPLS997,WO-2025269,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5Z99BA26REY4ZL4FV,WO-2025181,No,Repair,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,W2XBA3FHRU4KMJ1LK,WO-2025265,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,VETJWW88D1G7T7RMZ,WO-2025130,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,BT4E30CERPXC2SZ9M,WO-2025062,No,None,Material Defect
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,K94THXG1YFJM4RZP4,WO-2025148,Yes,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,G0X3GXVFRF427UT26,WO-2025248,No,Reject,Material Defect
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,VMJK509TWKMCY50PG,WO-2025096,Yes,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,M80UA67VFKNSDX7SB,WO-2025166,No,Repair,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6FTL5XNA34TVBGWNK,WO-2025267,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,TWJPRX6DUK7N8LA21,WO-2025011,No,Reject,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,SR1WBR6772L6T5V10,WO-2025146,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,XPN6EAXD3HAWY66LE,WO-2025086,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,3VYTUL7FFFR2GX3KV,WO-2025249,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,NE7TSCHV5YPA9CAYJ,WO-2025211,No,None,Material Defect
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,UYSTAAZE8T3XCZ6G2,WO-2025185,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,JN6MZ7W0V88GLNHA3,WO-2025213,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,F4F86C2FT5ZE45VD3,WO-2025151,No,None,
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,HLKL8WJ62VZJAWF71,WO-2025178,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5RDTYDPVACWXLTGZ8,WO-2025015,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,JNUHLZNF2TUFEJGPV,WO-2025237,Yes,Repair,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,74PE1PV6N9BT1U5U1,WO-2025284,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,AD1CGA65UCXBAKPCZ,WO-2025144,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,795W3KSA7Y0WZ84P6,WO-2025266,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,D76U0N9CDE4CVR8HJ,WO-2025012,No,Repair,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,5FBT5XWU4F3E3GZCP,WO-2025056,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,Yes,Reject,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,LL0CCYXH3VGBN3Y33,WO-2025252,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,PYLMZSU8CG90MY7AB,WO-2025189,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,C2ZHY79RBSUF7C3SS,WO-2025080,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,NE7TSCHV5YPA9CAYJ,WO-2025211,No,None,
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,3CRZU9F2PL5X0D4NK,WO-2025122,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JE8JN8WG3MD7V0G45,WO-2025294,Yes,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,CXDW97088CBDPKECS,WO-2025084,Yes,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,0M4HY5ZCTHZSNTM32,WO-2025040,No,Repair,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,AGN3BHBLEDJF19ND3,WO-2025203,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6PSNFC4Z0TPXRHFBV,WO-2025191,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6FTL5XNA34TVBGWNK,WO-2025267,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,VW76C3NMZB5BPM0SB,WO-2025076,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,8U5EPA48SMPAT8RR4,WO-2025202,No,Repair,Material Defect
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,6FZX9ZKGDP3CKK4VA,WO-2025245,Yes,None,Assembly Error
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9RXS7F139FY2RAJEG,WO-2025271,No,None,
